scorer,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010,DLC_Resnet50_0815Aug16shuffle1_snapshot_010
97,1560.6062,836.8225,0.79904854,1196.1655,811.28894,0.8114736,1106.6956,802.54553,0.9082304,766.41797,732.73444,0.895856,567.8837,706.2066,0.84867465
98,1532.2432,824.58057,0.7259701,1196.0367,811.5923,0.81209695,1107.52,802.6238,0.9261037,766.6754,733.0086,0.91021144,567.9045,706.5954,0.86579573
99,1501.3558,812.40753,0.7680541,1194.8221,811.62866,0.851975,1107.7654,802.7337,0.9336674,766.59375,733.4036,0.91620207,567.6127,707.05676,0.8731699
100,1481.9122,803.70685,0.732441,1193.8943,810.17206,0.8298891,1107.1318,801.969,0.90706915,766.3901,732.797,0.8804543,567.65466,706.452,0.86312485
101,1479.7079,799.16266,0.71893275,1189.0021,806.2767,0.80621386,1101.4098,799.73376,0.8748454,761.63416,730.9754,0.93229234,562.48914,705.5997,0.89741594
102,1503.9159,806.1293,0.6825629,1189.4104,806.74695,0.8344985,1100.7815,799.71674,0.8969462,761.3753,731.7342,0.9279523,562.1232,706.8395,0.9069353
103,1531.2013,818.8234,0.8660655,1190.7423,807.879,0.8325465,1100.9205,799.89166,0.89527065,761.60016,732.11584,0.92289466,562.14825,707.2732,0.9138415
104,1556.4902,836.73065,0.79794306,1191.902,809.8999,0.8725717,1102.2662,802.4405,0.9048081,762.14703,734.05133,0.90893704,561.972,708.7416,0.93069583
105,1568.8632,857.40796,0.85079354,1196.8959,815.1427,0.75278085,1107.3611,806.83374,0.9201417,765.7362,737.6554,1.0,565.85114,710.5479,0.88654876
106,1556.9677,867.2226,0.89710337,1203.5724,819.0431,0.7880019,1112.6355,808.344,0.8284393,771.548,736.61163,0.9272183,572.06885,708.3241,1.0
107,1535.3396,867.64154,1.0,1203.6123,817.5672,0.7630874,1113.3345,806.1486,0.88435197,772.83124,732.2007,0.90860426,574.41095,702.48975,0.9558502
108,1508.4832,864.72675,0.90873545,1200.706,814.85583,0.7603148,1110.9015,804.08386,0.896692,770.9875,730.2797,0.94276136,572.7061,701.06976,1.0
109,1498.6925,860.2856,0.94396174,1195.2173,810.98376,0.8709686,1105.8584,801.63196,0.8559062,766.1121,729.5111,0.91677403,568.68536,700.8247,0.9197096
110,1501.2505,860.18567,0.8817534,1191.5026,811.19244,0.8661971,1101.9319,802.24554,0.9051937,763.37445,730.1832,0.97853273,566.713,702.3095,0.8302079
111,1516.3517,860.2882,0.86330634,1190.2347,811.8198,0.87678224,1101.44,802.7925,0.93451333,763.18805,731.3978,0.9511275,566.52185,703.75726,0.8315622
112,1538.4581,859.6333,0.83602834,1189.9279,811.62134,0.85139626,1101.2368,802.5773,0.9169063,763.0728,730.9633,0.93019664,566.4188,703.5167,0.82304627
113,1557.6956,853.8222,0.77241623,1193.1864,810.38715,0.8258519,1103.5426,802.66254,0.89626116,764.469,730.233,0.938461,567.2982,702.0481,0.8493381
114,1569.5093,849.38873,0.9356808,1197.7195,811.08344,0.76537174,1107.97,802.2316,0.8839208,768.50635,730.58325,0.9160085,570.6491,702.4579,0.89590514
115,1560.9568,838.27924,0.73684156,1199.3236,812.6279,0.7484205,1109.196,803.5967,0.9154395,769.2581,732.17554,0.9134641,570.8281,705.2497,0.9526913
116,1533.6147,830.0211,0.78379303,1200.4515,815.58514,0.7661904,1111.0781,806.9321,0.9065762,769.90186,735.49384,0.92972684,570.7593,708.2684,0.99652874
117,1503.9075,818.0915,0.7733399,1199.6727,815.17145,0.72430116,1111.6764,806.81525,0.9023591,769.82465,734.29913,0.923095,570.2551,706.6853,0.9770215
118,1484.8744,808.63605,0.76224256,1197.1663,812.2667,0.7166739,1110.6445,804.1786,0.90408885,769.69824,732.2531,0.9335787,570.9471,705.21216,0.980881
119,1483.4663,802.6918,0.81268626,1191.613,808.6309,0.78621554,1105.2406,800.71606,0.85013,764.7408,730.2771,0.9289113,566.52094,703.3165,0.80231804
120,1502.1776,805.49915,0.72408825,1190.0477,807.0858,0.8172325,1102.3561,799.9599,0.87283057,762.5172,730.13293,0.950957,563.77234,704.1092,0.8572049
121,1524.9438,817.7921,0.6998857,1191.1538,808.5446,0.8276094,1102.1912,800.62445,0.8841956,762.5424,730.98126,0.93659794,563.8404,705.2204,0.909028
122,1552.7018,832.26184,0.8996143,1191.2738,808.5614,0.8172489,1101.8497,800.46063,0.88157296,762.11865,730.29785,0.93949914,563.4526,704.15845,0.8610515
123,1565.6227,847.764,0.9313351,1193.767,809.8265,0.79745394,1103.5947,802.12305,0.8972854,763.9451,732.0302,0.93333924,565.0391,705.0541,0.8487891
124,1556.7517,854.0472,0.81492794,1193.9733,810.2033,0.81930774,1104.9149,801.7962,0.86123514,764.6851,732.01056,0.89326835,566.1932,704.4546,0.86963934
125,1538.5327,859.9076,0.8140135,1194.6316,811.06036,0.8316872,1106.0704,802.02765,0.8793364,766.0042,731.22943,0.8543347,567.9311,703.8863,0.8144305
126,1518.2875,861.4576,0.80979216,1195.8636,811.6128,0.88707244,1107.3313,801.9809,0.8891863,767.70184,729.0354,0.8678271,570.2918,700.32983,0.95319605
127,1506.0737,858.7738,0.90547854,1191.4839,809.6552,0.8569743,1101.6987,800.9973,0.90592057,763.8013,727.96796,0.9166529,567.5196,699.84814,0.9035351
128,1501.8376,856.25415,0.87727165,1180.0745,809.1278,0.84961,1091.3228,800.0801,0.88529843,755.5234,728.0994,0.9429624,560.2975,702.08124,0.9544654
129,1514.0712,857.5494,0.878745,1179.2015,810.50134,0.8345824,1090.8248,801.3767,0.8652407,755.7001,729.1612,0.94427776,561.3196,702.2618,0.90338075
130,1535.9813,855.39307,0.76621354,1184.7198,809.864,0.77043617,1094.4321,800.0612,0.86055994,758.9426,727.62964,0.9119754,563.8163,699.75665,0.9051214
131,1555.6409,850.96326,0.8719635,1189.9987,810.0592,0.8700119,1099.5946,800.79376,0.88982767,762.41327,727.22437,0.9599748,566.6613,698.26154,0.92879605
132,1569.5187,848.0259,0.85549426,1199.2871,810.8149,0.77508235,1108.2573,801.6041,0.9195581,769.0206,728.62164,0.91746104,570.85785,699.8826,0.94484967
133,1554.3123,836.058,0.7560685,1200.8335,813.1919,0.80465484,1110.274,803.495,0.93181276,770.3521,730.8178,0.9379161,571.6487,701.83856,0.95279163
134,1523.5414,824.116,0.7744106,1201.0995,814.4246,0.80228835,1111.891,805.0365,0.9070722,771.39325,732.0923,0.9730166,572.54517,703.0688,0.96540177
135,1485.956,808.0144,0.78858393,1199.6827,812.0198,0.78241336,1111.624,803.3618,0.91293246,771.4819,730.5341,0.97385997,572.4385,701.46063,0.9630122
136,1453.4421,798.45374,0.83503664,1197.3756,811.62024,0.8165562,1110.8394,802.68964,0.93280536,770.90063,729.6537,0.9643044,571.9137,700.4444,0.97048974
137,1443.1215,791.6043,0.80111617,1192.0068,808.7043,0.77702767,1105.9302,800.5405,0.85018015,765.9391,728.99304,0.90874857,567.52637,700.958,0.8805877
138,1457.2815,787.7489,0.8196349,1187.2013,805.4004,0.8170587,1099.7805,798.645,0.8615649,761.10077,729.44885,0.94688094,561.47595,704.4813,0.86384916
139,1489.0353,799.9489,0.7225511,1188.6034,805.2745,0.8554123,1099.5461,798.741,0.86346716,760.77454,730.6129,0.9581694,561.90265,706.6081,0.8426871
140,1521.9882,813.86786,0.7490989,1189.1217,805.90765,0.868953,1098.4048,798.721,0.8449209,759.82117,730.67694,0.97406423,561.03406,706.69855,0.8706124
141,1552.5858,832.45886,0.82807434,1189.9268,808.21466,0.8597147,1098.9226,800.1433,0.8946752,759.96936,731.66876,0.96645623,560.95996,707.13666,0.874552
142,1568.8533,852.91125,0.8868616,1196.6398,813.0175,0.77580446,1106.7517,804.1912,0.9273925,765.8514,733.86053,0.9595644,566.8576,706.74023,0.8582527
143,1564.3135,864.8242,0.94593644,1202.6814,815.7598,0.7627306,1112.2598,805.9033,0.8990685,771.31537,732.4587,0.96719676,572.8996,703.1702,0.9225564
144,1550.1989,869.0724,0.9021147,1206.7289,818.8115,0.75979984,1117.2657,807.3379,0.91984546,776.9596,730.6794,0.9119741,577.0316,699.49445,0.9194614
145,1537.5286,872.18365,0.81736016,1207.9401,820.27875,0.78491205,1119.1289,808.37634,0.87279737,778.1862,731.012,0.91131204,578.95447,698.6449,0.92032146
146,1524.5913,865.99146,0.9320941,1202.6703,815.60486,0.7975878,1112.5376,803.907,0.8691152,773.0152,728.1226,0.9778191,574.75995,697.3519,0.9616667
147,1524.7334,860.60596,0.93151826,1195.5547,810.8913,0.84909344,1106.8403,801.0181,0.86043805,767.982,726.3854,0.86106384,570.81384,697.1825,0.9765481
148,1529.5321,859.2156,0.87722176,1188.1561,811.6695,0.8752263,1099.5447,801.81165,0.9038242,763.06824,728.0055,0.90087533,567.89606,698.6916,0.8877883
149,1547.797,859.41095,0.8664527,1192.0343,811.8668,0.8211573,1103.6143,802.87115,0.90226716,765.63776,728.70154,0.8858455,569.1109,698.72034,0.90086573
150,1568.4458,855.89355,0.8143706,1200.4434,811.35364,0.784244,1109.2295,801.10425,0.9023028,770.24994,726.7298,0.949554,571.8882,697.1617,0.9896992
151,1571.1964,850.31604,0.82947475,1200.7518,812.38385,0.79884475,1109.7152,802.3804,0.935412,770.71106,728.77545,0.95624465,571.98193,699.1719,0.99346757
152,1562.3352,840.9019,0.8169493,1202.7526,813.86725,0.8265702,1111.5411,803.7486,0.90878886,771.64545,730.20734,0.98364514,572.6842,700.6489,0.97179526
153,1531.6136,825.3334,0.7540741,1201.578,813.0605,0.83413965,1111.3495,803.49115,0.909668,771.6585,729.62476,0.98726255,572.8112,699.83374,0.9946991
154,1495.2507,811.79175,0.7910087,1200.3765,812.0755,0.80839366,1111.2704,802.84875,0.90168124,771.7573,729.0384,0.99354535,572.60297,699.4224,0.9930026
155,1465.4087,800.83136,0.7804967,1197.8025,811.49774,0.7835144,1111.3542,802.3707,0.90830886,771.70215,728.7941,0.9797673,572.3402,699.3418,0.98711306
156,1452.7487,795.3864,0.8224261,1193.867,809.7075,0.78723526,1107.3127,800.8646,0.861259,767.64075,728.0433,0.86611265,569.6938,699.53705,0.9242634
157,1459.5367,788.22,0.81286925,1187.3937,804.199,0.8173658,1099.0062,797.13885,0.79561776,760.4872,727.25635,0.9160845,561.7436,700.84106,0.89652866
158,1487.1882,798.2225,0.81640476,1187.205,803.8782,0.7927033,1097.8485,797.43164,0.7829261,759.71155,728.7357,0.950674,560.1019,703.8513,0.840688
159,1520.0918,810.48755,0.74560237,1186.7035,802.9374,0.80605406,1095.9082,796.0047,0.79375994,757.96045,728.5703,0.9872906,559.1058,703.97864,0.88956857
160,1548.0604,825.41425,0.80257267,1186.8824,803.83484,0.80276626,1095.484,796.25494,0.80111164,757.3322,728.59216,0.9767017,558.9507,703.83307,0.8901481
161,1559.1641,842.9913,0.9026946,1190.3055,808.1368,0.84463817,1099.0979,799.6956,0.8753142,760.67126,730.95465,0.9495893,561.3667,706.155,0.83950347
162,1556.4478,856.8326,0.7640895,1194.9177,810.00494,0.77071935,1105.5803,801.91187,0.88043183,765.58484,731.37,0.89402825,566.9174,703.71716,0.8257044
163,1541.1007,864.5406,0.85478055,1201.1204,814.1566,0.7836211,1111.1261,803.2212,0.8613739,771.2222,729.54443,0.9183844,572.1078,700.04614,0.98731494
164,1524.2782,865.3551,0.8838848,1203.2565,815.26935,0.8152364,1112.8447,804.02673,0.8382646,772.8782,729.5825,0.9724321,573.8652,700.1108,1.0
165,1513.0885,864.3428,0.7946918,1201.8075,814.38104,0.8044869,1111.4221,803.0865,0.86503196,771.6379,728.63885,0.9705288,572.2555,698.9421,1.0
166,1509.8552,861.2853,0.86336255,1198.911,812.0167,0.7866297,1108.8704,801.1117,0.86513394,769.6824,727.0403,0.9222475,571.3837,697.72107,0.9853094
167,1516.5419,858.599,0.88448286,1195.3646,810.1792,0.83529514,1105.929,800.35815,0.83215046,767.0027,726.67633,0.89931804,569.6329,697.69965,0.9227934
168,1531.261,863.4882,0.8624799,1191.3033,812.5502,0.8577576,1102.7856,802.9494,0.9007163,765.3069,727.8895,0.8982456,569.3506,698.38684,0.90136737
169,1549.4346,860.9358,0.8496341,1190.8915,811.1169,0.8513701,1102.3076,801.9926,0.87457114,764.89606,727.035,0.9396095,568.83984,697.95496,0.8876334
170,1569.3591,850.51184,0.93343055,1198.2505,809.60925,0.79069805,1107.4602,800.09406,0.85091096,768.5614,725.84814,0.9032871,569.8307,696.9876,0.9263031
171,1565.8485,842.0843,0.923077,1199.619,810.82715,0.7767951,1108.5198,801.4552,0.87573576,768.70404,727.9823,0.9024824,570.6176,699.3423,0.93931705
172,1539.2721,828.8593,0.7637006,1199.517,811.596,0.7965186,1109.5026,802.3095,0.909834,769.32684,729.91565,0.9400919,570.7714,700.9994,0.92886436
173,1507.3218,814.2039,0.70805186,1197.6781,811.1768,0.820717,1110.0048,801.5591,0.9152888,769.909,729.0709,0.9334005,571.01056,700.22186,0.9658444
174,1485.2196,805.1207,0.80562997,1196.5695,810.2674,0.7687712,1109.6886,800.91705,0.8895419,769.52905,727.99854,0.899666,570.6118,699.3808,0.96199036
175,1477.6511,798.51306,0.7817185,1190.5619,805.74347,0.81486416,1103.1029,797.76385,0.8303449,763.6143,726.893,0.97983414,565.04205,699.3192,0.9059962
176,1497.8322,801.3437,0.7488081,1188.5852,803.5295,0.82544523,1099.4308,795.875,0.8115129,760.21045,727.3031,0.92472565,561.2178,701.6557,0.89162225
177,1522.95,813.6841,0.7471782,1189.8524,805.17944,0.85135627,1099.82,798.1944,0.8541709,761.2954,728.9968,0.9245532,561.4526,704.1286,0.87124383
178,1552.2505,830.93634,0.8154667,1191.1368,807.00214,0.8021762,1100.4823,799.4642,0.88125306,761.4181,730.044,0.94476277,561.4445,705.4751,0.8690133
179,1566.3489,848.9973,0.99110746,1193.7876,810.1784,0.8272607,1104.1917,802.7783,0.87200284,763.37305,733.10297,0.93382347,563.0182,706.3916,0.90067834
180,1564.1731,861.15454,0.9025271,1196.9648,813.2276,0.7377215,1108.8528,804.4279,0.9084974,767.37854,733.0213,0.89650345,568.26105,705.58154,0.8758378
181,1540.3992,861.07855,0.8603455,1196.7435,811.2016,0.81829894,1107.6517,801.32556,0.8558564,767.72125,728.65656,0.83571213,569.8079,700.16907,0.92990595
182,1520.4934,862.5618,0.8908874,1197.862,811.2118,0.8166315,1108.9825,801.32697,0.8582761,769.2013,727.673,0.855437,570.8156,698.5943,0.9716713
183,1505.483,862.50507,0.898412,1197.6725,812.02826,0.83929914,1108.4396,801.75226,0.8732736,768.7392,728.2342,0.895568,570.67017,699.27686,0.96919036
184,1503.9689,860.8036,0.8083457,1197.4565,810.51733,0.8490123,1107.8815,800.5064,0.8494888,768.52985,726.57245,0.88863236,570.42285,697.35284,0.97274476
185,1510.6534,860.2728,0.83415097,1196.4025,810.0496,0.8602211,1107.2347,800.4569,0.8566544,768.23,726.5149,0.8765194,570.28973,697.37115,0.96644855
186,1526.1979,861.86237,0.83569896,1194.3927,811.0269,0.8727334,1106.5465,801.5131,0.84465575,767.74384,727.44806,0.8398632,570.4874,697.6206,0.96024346
187,1550.5696,862.008,0.8544986,1198.349,810.7102,0.7489726,1109.7959,800.87854,0.8340931,770.2296,726.5867,0.9336578,572.07385,697.1637,0.9901721
188,1568.0702,858.18134,0.86448455,1199.9272,811.2654,0.7273502,1109.8342,801.8171,0.89769715,770.4935,727.6754,0.92579114,572.1598,698.3621,0.9713619
189,1573.5039,852.3422,0.8392421,1202.6714,812.4593,0.8258773,1111.7795,803.1715,0.90450364,771.9658,729.4133,0.9830583,572.65436,699.83746,0.9757784
190,1567.1764,844.3992,0.8584825,1202.3549,812.4128,0.820272,1111.6989,802.7189,0.9167739,771.9505,728.68555,0.9937172,572.6278,699.3244,0.98074883
191,1550.466,833.46216,0.88321596,1202.1989,812.2296,0.87367785,1111.4811,802.4038,0.9089626,771.4131,728.69476,0.97833186,572.3464,699.5095,0.97659683
192,1533.3763,826.48157,0.8213079,1202.2286,812.3356,0.86605537,1111.8156,802.42584,0.8894123,771.4445,729.1201,0.9620779,572.029,699.9453,0.9801037
193,1521.63,819.5843,0.7607172,1200.2085,811.6251,0.8452316,1110.7542,801.4455,0.9068788,770.47205,728.1306,0.91795856,571.7587,699.6956,0.9908184
194,1517.5106,817.1482,0.7613242,1197.7883,810.45105,0.84274334,1109.3839,800.20325,0.8572433,769.1012,727.2149,0.906543,570.7798,699.23987,0.95270693
195,1517.8925,818.05,0.7720619,1197.9349,811.0833,0.8458119,1109.6285,800.8706,0.9052978,769.1258,728.48004,0.9051656,570.8192,700.23334,0.96078026
196,1517.4452,817.6683,0.76148874,1197.7169,810.8083,0.82891613,1109.672,800.58,0.8649969,768.9123,728.07056,0.8975291,570.77826,700.1388,0.9664604
197,1516.9067,816.7228,0.71714115,1197.1742,810.097,0.8311678,1108.7142,799.65674,0.86603826,768.72485,726.6398,0.89830226,570.6793,699.141,0.93851227
198,1516.5146,816.0056,0.7141072,1196.892,809.6367,0.8179091,1108.3949,799.2354,0.8553283,768.57947,725.6604,0.9098131,570.6146,697.77515,0.94537365
